filename,yuri_norm
2496_93457,0.0817174515235457
2537_95891,0.05124653739612188
2537_96842,0.04847645429362882
2537_98074,0.0664819944598338
2537_101028,0.06509695290858725
2537_102384,0.09833795013850413
2537_103870,0.06371191135734072
2537_108380,0.029085872576177285
2537_110844,0.00692520775623269
2537_113003,0.05263157894736842
2537_115466,0.01800554016620498
2537_117392,0.0013850415512465242
2537_119239,0.033240997229916885
2537_120402,0.0041551246537396
2537_127655,0.023545706371191133
2537_129737,0.01523545706371189
2537_133737,0.0
2537_139683,0.029085872576177285
2537_149682,0.054016620498614956
2537_157350,0.03047091412742381
2537_165372,0.04293628808864265
2537_167254,0.05678670360110803
2541_96151,0.12880886426592797
2541_105416,0.13434903047091412
2541_113502,0.14404432132963987
2541_113625,0.09833795013850413
2543_96323,0.034626038781163423
2562_97163,0.020775623268698057
2635_101053,0.203601108033241
2635_104245,0.2146814404432133
2635_137533,0.21606648199445982
2635_139773,0.12188365650969528
2635_145272,0.1745152354570637
2651_102068,0.16620498614958448
2651_103266,0.11080332409972299
2651_118252,0.10110803324099722
2651_128686,0.11772853185595568
2651_129358,0.11634349030470914
2651_131330,0.0858725761772853
2651_134566,0.21606648199445982
2651_145445,0.08448753462603878
2659_102498,0.01662049861495843
2661_102547,0.32409972299168976
2680_103564,0.25346260387811637
2685_103754,0.22022160664819945
2685_112425,0.11634349030470914
2685_151310,0.1412742382271468
2689_104058,0.0
2734_106844,0.19529085872576174
2734_119201,0.12465373961218836
2734_138209,0.09418282548476455
2751_107817,0.5498614958448754
2751_118989,0.4279778393351801
2751_122070,0.3670360110803324
2751_125697,0.38919667590027707
2751_136813,0.3725761772853186
2751_141461,0.39473684210526316
2751_148354,0.26454293628808867
2751_159480,0.2742382271468144
2751_166872,0.31163434903047094
2756_108273,0.21606648199445982
2756_112633,0.10110803324099722
2756_118972,0.2867036011080332
2756_127015,0.21052631578947367
2756_134755,0.45706371191135736
2756_135147,0.14681440443213295
2756_143520,0.15650969529085873
2756_145929,0.14265927977839332
2756_159532,0.19944598337950137
2756_165934,0.1883656509695291
2756_167146,0.07202216066481994
2768_109073,0.2146814404432133
2768_116454,0.10110803324099722
2773_109485,0.18559556786703602
2788_110290,0.8476454293628808
2792_110406,0.12742382271468145
2792_115084,0.14681440443213295
2792_118848,0.1329639889196676
2792_124189,0.12742382271468145
2792_126100,0.14958448753462603
2792_127183,0.15096952908587258
2792_135838,0.19390581717451524
2792_137995,0.17590027700831024
2792_139843,0.07756232686980609
2792_142600,0.15096952908587258
2792_144990,0.1523545706371191
2792_148556,0.0706371191135734
2812_111584,0.2894736842105263
2818_111814,0.0886426592797784
2818_125018,0.11772853185595568
2818_127341,0.1592797783933518
2818_130995,0.0664819944598338
2828_112677,0.23545706371191139
2828_114310,0.28808864265927975
2845_114050,0.14265927977839332
2845_114071,0.14404432132963987
2855_114552,0.11357340720221606
2895_116710,0.2008310249307479
2895_116842,0.14958448753462603
2895_117002,0.2673130193905817
2895_118770,0.24238227146814403
2895_122477,0.19944598337950137
2895_134661,0.19529085872576174
2895_150951,0.19529085872576174
2895_153172,0.22853185595567868
2895_155026,0.22160664819944598
2895_159563,0.167590027700831
2895_164223,0.16481994459833793
2896_116723,0.6481994459833795
2896_116915,0.6218836565096952
2896_117063,0.724376731301939
2896_117226,0.6634349030470914
2896_127444,0.3545706371191136
2896_149574,0.6343490304709141
2896_154846,0.5429362880886427
2905_117172,0.49722991689750695
2920_117810,0.2950138504155125
2945_118999,0.10249307479224376
2963_119968,0.0595567867036011
2971_120661,0.10526315789473684
2971_127783,0.07756232686980609
2971_136029,0.0664819944598338
2971_140645,0.09972299168975068
2971_146468,0.06509695290858725
2971_155763,0.041551246537396114
2997_122164,0.11218836565096953
2997_125114,0.08310249307479223
2997_125301,0.2825484764542936
3017_123358,0.11357340720221606
3017_123436,0.07340720221606647
3056_125389,0.22022160664819945
3056_130465,0.29916897506925205
3078_126726,0.12326869806094182
3078_126855,0.09833795013850413
3089_127556,0.10803324099722991
3097_128077,0.32825484764542934
3097_128114,0.24099722991689748
3101_128204,0.08310249307479223
3101_138803,0.03185595567867035
3101_140562,0.09418282548476455
3101_142267,0.08310249307479223
3101_143932,0.09002770083102493
3101_145494,0.1038781163434903
3101_147434,0.04847645429362882
3128_129602,0.3185595567867036
3128_130682,0.3268698060941828
3128_142015,0.3587257617728532
3137_130256,0.1966759002770083
3137_134707,0.16481994459833793
3137_138391,0.1481994459833795
3137_143296,0.18282548476454294
3137_146794,0.25346260387811637
3137_148607,0.12188365650969528
3137_154919,0.1814404432132964
3210_132833,0.45706371191135736
3210_137424,0.4196675900277008
3210_142152,0.41551246537396125
3210_161286,0.275623268698061
3210_166202,0.27285318559556787
3232_133919,0.23545706371191139
3249_134644,0.0886426592797784
3250_134718,0.33518005540166207
3251_134735,0.09556786703601108
3269_135382,0.278393351800554
3275_135628,0.12049861495844874
3280_135793,0.17036011080332408
3294_136178,0.12049861495844874
3295_136188,0.15096952908587258
3295_136200,0.11634349030470914
3316_136794,0.1634349030470914
3332_137255,0.1481994459833795
3332_138097,0.13434903047091412
3332_141320,0.13434903047091412
3332_159293,0.047091412742382266
