filename,pred_prob,yuri_norm_line,yuri_norm_actpsy,weighted
1020_29857,0.9543816027374212,0.5124653739612188,0.5900383141762452,0.7853724052484429
1021_29936,0.0002852373152415,0.1454293628808864,0.1111111111111111,0.05491106236452194
1091_32943,0.0004869101024657,0.0540166204986149,0.0242656449553001,0.018923696706593898
1091_34133,0.0003582396216328,0.1149584487534626,0.0549169859514687,0.04019417699416533
1091_35467,0.0028833458330285,0.0831024930747922,0.0472541507024265,0.03138617049249741
1091_40035,0.0089165085520526,0.0498614958448753,0.0268199233716475,0.0229903462218589
1115_33933,0.9953233570390492,0.1509695290858725,0.1060025542784163,0.6530851283770328
1115_33942,0.9955241488099688,0.2257617728531856,0.1494252873563218,0.6799855498775691
1156_35334,0.0632377568223888,0.0526315789473684,0.037037037037037,0.0574358314813475
1215_112296,0.0631390688330847,0.0983379501385041,0.0306513409961685,0.07044996044101891
1215_37600,0.0405095347234655,0.1191135734072022,0.0766283524904214,0.0677026281052821
1215_45500,0.055342040733354,0.1371191135734072,0.0153256704980842,0.07587352556184299
1215_50634,0.0576551445103936,0.0831024930747922,0.0523627075351213,0.06476010538218595
1215_53513,0.0094670560459341,0.0526315789473684,0.003831417624521,0.021852849074223083
1215_59762,0.013540059401451,0.095567867036011,0.0702426564495529,0.04381866139662919
1215_69536,0.047116476654336,0.1772853185595568,0.0983397190293741,0.09128945346340606
124_19644,0.9109579683769484,0.3684210526315789,0.1813537675606641,0.6752364735717091
124_19645,0.9425879427777778,0.3781163434903047,0.4252873563218391,0.721516404345942
124_6298,0.9521274664614584,0.3324099722991689,0.4150702426564495,0.7125064958322707
1255_39335,0.0291142304770291,0.0443213296398891,0.0229885057471264,0.033063787752896825
1255_51028,0.0230635641535848,0.0706371191135734,0.0229885057471264,0.03732812480093554
1414_104755,0.9847326839132664,0.0166204986149584,0.003831417624521,0.5962089016948995
1414_104765,0.9973060044444324,0.0235457063711911,0.0268199233716475,0.6081293069151815
1414_108915,0.9999270923076924,0.077562326869806,0.0932311621966794,0.6325480696652251
1414_108917,0.9800141177419364,0.0526315789473684,0.0191570881226053,0.605713653141633
1414_119795,0.9913486808216526,0.1038781163434903,0.0178799489144316,0.6277606382874819
1414_122209,0.9717829564796404,0.1149584487534626,0.057471264367816,0.6233044349506046
1414_122955,0.994424578806964,0.0692520775623268,0.0357598978288633,0.6210063603357627
