book_id,vol_id,prob,label
2541,96151,0.00010963991,0
2541,105416,8.961398e-05,0
2541,113502,0.00030066955,0
2541,113625,6.4687745e-05,0
2651,102068,0.98754704,1
2651,103266,0.9835818,1
2651,118252,0.98134375,1
2651,128686,0.9716252,1
2651,129358,0.97521204,1
2651,131330,0.99252623,1
2651,134566,0.9928832,1
2651,145445,0.9383795,1
2685,103754,0.048545398,1
2685,112425,0.061725326,1
2685,151310,0.07984496,1
2734,106844,0.0014954326,0
2734,119201,0.005408426,0
2734,138209,0.02436503,0
2756,108273,0.9746161,1
2756,112633,0.993514,1
2756,118972,0.9922589,1
2756,127015,0.9869392,1
2756,134755,0.9994151,1
2756,135147,0.98843837,1
2756,143520,0.95984733,1
2756,145929,0.960689,1
2756,159532,0.9895033,1
2756,165934,0.9965335,1
2756,167146,0.9618487,1
2896,116723,0.70202446,1
2896,116915,0.683694,1
2896,117063,0.924326,1
2896,117226,0.60788214,1
2896,127444,0.8222321,1
2896,149574,0.71103853,1
2896,154846,0.7481441,1
2997,122164,0.99990106,1
2997,125114,0.997901,1
2997,125301,0.9998305,1
3542,147412,0.9959313,1
3542,149292,0.99992645,1
3542,157192,0.98362863,1
3542,159751,0.976649,1
3653,152923,0.9951592,1
3653,153450,0.9960761,1
3653,157261,0.9763863,1
3763,157110,0.95546985,1
3763,161237,0.99407285,1
3763,163631,0.9993123,1
3763,164862,0.97176284,1
3885,161743,0.008312671,0
3885,162177,5.6183682e-05,0
3885,164577,5.8894188e-05,0
3885,164584,0.0074716914,0
